iter	RMSE
185	0.9802946226
186	0.9802453297
187	0.9801964311
188	0.9801613633
189	0.9801292574
190	0.9800854265
191	0.9800537874
192	0.9799979064
193	0.9799614922
194	0.9799349767
195	0.9798915219
196	0.9798418886
197	0.9798173736
198	0.9797828015
199	0.9797390552
200	0.9796869626
201	0.9796359639
202	0.9796008469
203	0.9795719537
204	0.9795420924
205	0.9795275951
206	0.9794946002
207	0.9794510996
208	0.9793967657
209	0.9793618715
210	0.9793426934
211	0.9792974612
212	0.9792589593
213	0.9792270987
214	0.9792011795
215	0.9791607244
216	0.9791231625
217	0.9790911008
218	0.979063522
219	0.9790261494
220	0.9789981106
221	0.9789612487
222	0.978913325
223	0.9788907295
224	0.9788732325
225	0.9788383031
226	0.978822726
227	0.9787973852
228	0.9787490561
229	0.9787167661
230	0.9786287485
231	0.9785830014
232	0.9785538411
233	0.9785307714
234	0.9784826477
235	0.9784085116
236	0.9783857659
237	0.9783644491
238	0.9783309174
239	0.9782981629
240	0.9782739141
241	0.9782243186
242	0.9781951199
243	0.978173241
244	0.9781204947
245	0.9780767151
246	0.9780437129
247	0.9779860325
248	0.9779504778
249	0.9779031192
250	0.9778594138
251	0.9778123876
252	0.9777849164
253	0.9777417131
254	0.9776973257
255	0.9776688825
256	0.9776272724
257	0.9775980943
258	0.9775382761
259	0.9774707692
260	0.9774497401
261	0.9774166188
262	0.9773859335
263	0.977338045
264	0.9772797634
265	0.9772339577
266	0.977196823
267	0.9771724342
268	0.9771338291
269	0.9770542439
270	0.9770033608
271	0.976913044
272	0.9768848022
273	0.9768387977
274	0.9768143036
275	0.9767831659
276	0.9767304927
277	0.9766909118
278	0.976664879
279	0.9765938902
280	0.9765681716
281	0.9765191701
282	0.976456222
283	0.9764288592
284	0.9764019423
285	0.9763595334
286	0.9763312283
287	0.9762912832
288	0.9762266892
289	0.976189421
290	0.9761335839
291	0.9760861111
292	0.976005371
293	0.9759813349
294	0.9759457598
295	0.9758815353
296	0.9758316261
297	0.9758029441
298	0.9757499176
299	0.9756964152
300	0.9756765605
301	0.9756444857
302	0.9755989608
303	0.9755717211
304	0.9755425467
305	0.9754933568
306	0.9754426553
307	0.9754012131
308	0.9753624265
309	0.9753205212
310	0.9752941718
311	0.9752659533
312	0.975210089
313	0.9751896743
314	0.9751500386
315	0.9750612848
316	0.9750088472
317	0.9749642547
318	0.9749298909
319	0.9749039242
320	0.9748786987
321	0.9748535748
322	0.9748122922
323	0.9747449801
324	0.9747134634
325	0.9746437988
326	0.9745776602
327	0.9745309859
328	0.9744808715
329	0.9744199431
330	0.974368937
331	0.9743354234
332	0.9743021767
333	0.9742694435
334	0.9742668954
335	0.9742431994
336	0.9742132168
337	0.974167328
338	0.9741364165
339	0.9740657903
340	0.9740256838
341	0.9739968645
342	0.9739521857
343	0.9739324473
344	0.9739017984
345	0.9738300231
346	0.9737961748
347	0.9737599741
348	0.9737201479
349	0.9736917525
350	0.9736749913
351	0.9736229288
352	0.9735884878
353	0.9735269734
354	0.9734996472
355	0.9734690639
356	0.9734333313
357	0.9733822558
358	0.9733364471
359	0.9732871321
360	0.9732253001
361	0.9731849649
362	0.9731315924
363	0.9731031734
364	0.9730781692
365	0.9730465363
366	0.973024674
367	0.9729869838
368	0.9729461184
369	0.9729012171
370	0.9728649108
371	0.9728342083
372	0.9728128615
373	0.9727835446
374	0.9727626467
375	0.9727035809
376	0.9726932508
377	0.9726792056
378	0.9726552078
379	0.9726054834
380	0.972586684
381	0.9725691469
382	0.9725328016
383	0.9725230927
384	0.9724876072
385	0.9724370462
386	0.9724116594
387	0.9723747595
388	0.9723092
389	0.9722824848
390	0.9722293751
391	0.972203594
392	0.9721529709
393	0.9720991559
394	0.9720758208
395	0.9720750944
396	0.9720542771
397	0.9720233224
398	0.9720045768
399	0.9719626282
400	0.9718926852
401	0.9718608879
402	0.9718325551
403	0.971794547
404	0.9717527003
405	0.9717231453
406	0.9717219872
407	0.9717050234
408	0.9716664044
409	0.9716168012
410	0.9716110228
411	0.9715578406
412	0.9715245368
413	0.9714956614
414	0.9714512312
415	0.9714146607
416	0.9713741407
417	0.9713323837
418	0.9713064791
419	0.9712587233
420	0.9711819894
421	0.9711577096
422	0.9711286433
423	0.9711169194
424	0.9710811522
425	0.9710345109
426	0.9709975251
427	0.9709680224
428	0.9709442099
429	0.9709153663
430	0.9708993817
431	0.9708866796
432	0.970838636
433	0.9707857093
434	0.9707824885
435	0.9707809039
436	0.9707576871
437	0.9707297262
438	0.970670608
439	0.9706229931
440	0.9706203734
441	0.9705925038
442	0.9705543798
443	0.9705298571
444	0.9705027849
445	0.9704546234
446	0.9704329482
447	0.9703861905
448	0.970373854
449	0.9703662832
450	0.9703480326
451	0.97031787
452	0.9702527479
453	0.9701701962
454	0.9701286374
455	0.9700944474
456	0.9700475211
457	0.9700188048
458	0.9699912776
459	0.9699372827
460	0.9698845873
461	0.9698426173
462	0.9698035369
463	0.969747836
464	0.9697008558
465	0.969659028
466	0.9695792608
467	0.9695363798
468	0.9695062545
469	0.9694846219
470	0.9694575944
471	0.9694182858
472	0.969411627
473	0.9693703809
474	0.9693247698
475	0.9693064773
476	0.9692519992
477	0.9692261049
478	0.9691686028
479	0.9691347131
480	0.9691207738
481	0.9690928119
482	0.9690758474
483	0.9690225378
484	0.9689727955
485	0.9689396579
486	0.968909987
487	0.9688787258
488	0.9688475571
489	0.968818297
490	0.9687834681
491	0.968738771
492	0.9687033603
493	0.9686736252
494	0.9686106837
495	0.9685727067
496	0.9685490861
497	0.9685051927
498	0.9684938269
499	0.9684612552
500	0.9684489357
501	0.9683796386
502	0.9683286399
503	0.9682844228
504	0.968281739
505	0.9682485209
506	0.9682115053
507	0.9681899318
508	0.9681297589
509	0.968104861
510	0.9680776687
511	0.9680469859
512	0.9680097473
513	0.9679841718
514	0.9679461458
515	0.9679437219
516	0.9678816343
517	0.9678420738
518	0.9678182922
519	0.9678167877
520	0.9677861181
521	0.9677497858
522	0.9677230195
523	0.9676851661
524	0.9676465047
525	0.9676418252
526	0.9676178856
527	0.9676127895
528	0.9675635685
529	0.9674994486
530	0.9674446455
531	0.9674302824
532	0.9673793011
533	0.9673335231
534	0.9672898059
535	0.9672410741
536	0.9672002883
537	0.9671478477
538	0.9671100176
539	0.9670809929
540	0.9670465898
541	0.9670247832
542	0.9670023476
543	0.9669626531
544	0.966938222
545	0.966910746
546	0.9668671942
547	0.9668382264
548	0.966783945
549	0.9667482375
550	0.9666962959
551	0.9666486658
552	0.9666097247
553	0.9665898964
554	0.9665648942
555	0.966543326
556	0.9665203045
557	0.9664874125
558	0.9664312536
559	0.9663783231
560	0.9663218696
561	0.9662684838
562	0.9662152944
563	0.9661634029
564	0.9661028122
565	0.9660701818
566	0.9660376411
567	0.9660067987
568	0.9659628289
569	0.9659032003
570	0.9658627698
571	0.9658353028
572	0.9657952292
573	0.9657804921
574	0.9657320847
575	0.9657131755
576	0.9656928603
577	0.9656711187
578	0.9656335906
579	0.9656277633
580	0.9655800214
581	0.9655475555
582	0.9654970012
583	0.9654793967
584	0.9654359651
585	0.965391527
586	0.9653623015
587	0.9653141188
588	0.9652943664
589	0.9652576852
590	0.9652184415
591	0.9651705405
592	0.9651402224
593	0.9651093693
594	0.9650850746
595	0.9650606654
596	0.9650027562
597	0.9649749304
598	0.9649500386
599	0.9649177975
600	0.9648839885
601	0.9648420787
602	0.9648055511
603	0.9647813402
604	0.964762129
605	0.964727793
606	0.9646780134
607	0.9646178558
608	0.9645800571
609	0.9645434093
610	0.9645185063
611	0.964510196
612	0.9644807519
613	0.9644429066
614	0.9643927773
615	0.9643569345
616	0.9643174982
617	0.9642882956
618	0.9642733502
619	0.9642175235
620	0.9641741031
621	0.964145266
622	0.9640933189
623	0.9640666893
624	0.9640522462
625	0.9639953623
626	0.9639724006
627	0.9639501111
628	0.9639313933
629	0.9638784632
630	0.9638344577
631	0.9638155765
632	0.9637771156
633	0.9637174346
634	0.9636676653
635	0.9636341912
636	0.9635734429
637	0.9635500661
638	0.9634948572
639	0.9634680816
640	0.9634268438
641	0.9633840269
642	0.9633519407
643	0.9633200459
644	0.9633027528
645	0.9632652501
646	0.963233506
647	0.963204253
648	0.9631629122
649	0.9631136746
650	0.9630897128
651	0.9630714399
652	0.9630315515
653	0.962967283
654	0.9629274206
655	0.9628765972
656	0.9628323834
657	0.9627791169
658	0.962738112
659	0.9626951615
660	0.9626656256
661	0.9625855116
662	0.9625606142
663	0.9625058447
664	0.9624523138
665	0.9624171996
666	0.9623917039
667	0.9623520309
668	0.962320967
669	0.9622863663
670	0.9622406547
671	0.9622252873
672	0.9621770518
673	0.962127813
674	0.9620917597
675	0.9620505621
676	0.9620072155
677	0.9619697803
678	0.9619309494
679	0.9619048708
680	0.9618612251
681	0.9618152911
682	0.9617726038
683	0.9617594123
684	0.9617457809
685	0.9617180638
686	0.9616725593
687	0.9616491229
688	0.9616301698
689	0.9615839355
690	0.9615629138
691	0.9615372096
692	0.9614786403
693	0.9614511754
694	0.9613863995
695	0.961372702
696	0.9613404443
697	0.9613081166
698	0.9612605708
699	0.9612217222
700	0.9611652515
701	0.9611206226
702	0.9610832435
703	0.9610556143
704	0.9610291621
705	0.9610092358
706	0.9609556194
707	0.9608961481
708	0.9608615523
709	0.9608410779
710	0.9608238393
711	0.960800763
712	0.9607793718
713	0.960762831
714	0.96072897
715	0.9606758678
716	0.9606579357
717	0.9606175254
718	0.9605990686
719	0.9605686822
720	0.9605192147
721	0.960476028
722	0.9604372574
723	0.9604266507
724	0.9603819706
725	0.9603356324
726	0.9602850918
727	0.9602301055
728	0.9602039846
729	0.9601822451
730	0.9601672671
731	0.9601251869
732	0.9600890519
733	0.9600520522
734	0.9600256894
735	0.9599881309
736	0.9599656162
737	0.9599229922
738	0.9598618826
739	0.9598110109
740	0.9597847569
741	0.9597596169
742	0.9597110627
743	0.9596566919
744	0.9596081356
745	0.9595879641
746	0.9595286641
747	0.959487167
748	0.9594639558
749	0.9594269558
750	0.9594074427
751	0.9593707547
752	0.959322087
753	0.9592776534
754	0.959248252
755	0.9592060185
756	0.9591600899
757	0.9591296983
758	0.9590811456
759	0.9590451117
760	0.9589980867
761	0.9589610729
762	0.9589186349
763	0.9588650699
764	0.9588528232
765	0.9588253822
766	0.9587993338
767	0.9587735408
768	0.9587357227
769	0.9587043522
770	0.9586817064
771	0.9586611809
772	0.9586384801
773	0.9585872694
774	0.9585406392
775	0.9584883008
776	0.958425757
777	0.9583953872
778	0.9583684731
779	0.9583281859
780	0.9582771456
781	0.9582196695
782	0.9581672069
783	0.9581455708
784	0.9581006363
785	0.9580547338
786	0.9580105008
787	0.9579878258
788	0.9579512308
789	0.9579343357
790	0.9578942359
791	0.9578599958
792	0.9578416743
793	0.957799576
794	0.9577630042
795	0.9577426644
796	0.9577069393
797	0.957684689
798	0.9576459566
799	0.9576324104
800	0.9575786866
801	0.9575364242
802	0.9574955843
803	0.9574645618
804	0.9574323554
805	0.9573819665
806	0.9573684798
807	0.9573310943
808	0.9573080016
809	0.9572703516
810	0.9572215503
811	0.957181264
812	0.9571462326
813	0.9571236085
814	0.9570811556
815	0.9570633153
816	0.9570358348
817	0.9569943631
818	0.9569753109
819	0.9569306252
820	0.9569053414
821	0.9568795115
822	0.9568337952
823	0.956794249
824	0.9567662025
825	0.9567496119
826	0.9566945729
827	0.9566551233
828	0.9566087324
829	0.9565851838
830	0.95656636
831	0.9565334056
832	0.9565159519
833	0.9564487438
834	0.9564039644
835	0.9563591541
836	0.9563061088
837	0.9562842661
838	0.9562392343
839	0.9561938444
840	0.9561810858
841	0.9561140661
842	0.9560700097
843	0.9560390325
844	0.9560180423
845	0.9559626841
846	0.9559414693
847	0.9559000389
848	0.955882279
849	0.955851428
850	0.9558271821
851	0.9557928928
852	0.9557582143
853	0.9557309049
854	0.9557009965
855	0.9556723269
856	0.9556402057
857	0.9556190999
858	0.9555960289
859	0.955556388
860	0.9555372622
861	0.9555018668
862	0.9554538485
863	0.955397048
864	0.9553556488
865	0.9553364464
866	0.9552974172
867	0.9552670636
868	0.9552397464
869	0.9552040462
870	0.9551671934
871	0.9551120752
872	0.9551054283
873	0.9550727896
874	0.9550564628
875	0.9550354492
876	0.9550055696
877	0.9549593519
878	0.9549223808
879	0.9548834979
880	0.9548541491
881	0.95483314
882	0.9547899863
883	0.9547478822
884	0.9547050056
885	0.9546674172
886	0.9546308475
887	0.9546049335
888	0.9545536278
889	0.9545392586
890	0.9545060999
891	0.9544646212
892	0.9544390518
893	0.9544120677
894	0.9543923748
895	0.9543786719
896	0.9543452639
897	0.9543193972
898	0.9542901674
899	0.9542485309
900	0.9542248388
901	0.9542030468
902	0.954180494
903	0.9541465675
904	0.954121005
905	0.9540833654
906	0.9540408479
907	0.9540134014
908	0.953943949
909	0.9538938824
910	0.9538629176
911	0.9538275136
912	0.9537967621
913	0.953755007
914	0.9537415854
915	0.9536985236
916	0.9536602411
917	0.9536467716
918	0.9536107334
919	0.9535821231
920	0.9535598091
921	0.9535280858
922	0.9534797783
923	0.95345848
924	0.9534307375
925	0.9533879769
926	0.9533593245
927	0.9533143878
928	0.9533012441
929	0.9532655494
930	0.9532251063
931	0.953215486
932	0.9531757506
933	0.9531485364
934	0.953126609
935	0.9530906764
936	0.9530741114
937	0.9530524212
938	0.9530297044
939	0.9529962237
940	0.9529667112
941	0.9529391274
942	0.9529204305
943	0.9528883203
944	0.9528706271
945	0.952837719
946	0.9528135229
947	0.9527889844
948	0.9527457663
949	0.9527054592
950	0.9526677445
951	0.9526442317
952	0.95263069
953	0.9526154824
954	0.9525794144
955	0.9525408781
956	0.952494726
957	0.9524628213
958	0.9524295005
959	0.952406988
960	0.9523794831
961	0.9523124665
962	0.9522676939
963	0.9522279663
964	0.9522070032
965	0.9521770558
966	0.9521555378
967	0.9521276244
968	0.9520708173
969	0.9520427801
970	0.9520124892
971	0.9519721678
972	0.9519368359
973	0.9519043076
974	0.9518544146
975	0.9518336929
976	0.9518179507
977	0.9517689348
978	0.9517280786
979	0.9516895166
980	0.9516664855
981	0.9516408274
982	0.9516022968
983	0.9515692084
984	0.951555177
985	0.9515387912
986	0.9515116918
987	0.9514813417
988	0.9514442699
989	0.9513887081
990	0.951368809
991	0.9513262604
992	0.9512847576
993	0.9512376878
994	0.9512109599
995	0.9511844036
996	0.9511554693
997	0.9511353303
998	0.9511018148
999	0.9510899055
